Year,Month,DayofMonth,DayOfWeek,Actual_Shipment_Time,Planned_Shipment_Time,Planned_Delivery_Time,Carrier_Name,Carrier_Num,Planned_TimeofTravel,Shipment_Delay,Source,Destination,Distance,Delivery_Status
2020,1,3,4,15:32,15:00,17:35,WN,107,155,32.0,PIT,TPA,873,1.0
2020,1,3,4,10:40,10:15,12:00,WN,1151,165,25.0,PVD,BNA,907,1.0
2020,1,3,4,8:12,8:15,9:35,WN,354,80,-3.0,PVD,BWI,328,0.0
2020,1,3,4,16:46,16:30,17:55,WN,421,80,16.0,PVD,BWI,328,1.0
2020,1,3,4,11:18,11:05,11:25,WN,983,75,13.0,PVD,BWI,328,0.0
2020,1,3,4,17:47,17:30,18:50,WN,1062,80,17.0,PVD,BWI,328,1.0
2020,1,3,4,19:57,19:25,20:45,WN,1154,80,32.0,PVD,BWI,328,1.0
2020,1,3,4,13:08,13:00,20:15,WN,1161,75,8.0,PVD,BWI,328,0.0
2020,1,3,4,6:48,6:35,7:55,WN,2031,80,13.0,PVD,BWI,328,0.0
2020,1,3,4,18:24,18:15,8:00,WN,2034,80,9.0,PVD,BWI,328,0.0
2020,1,3,4,9:27,9:25,12:05,WN,2442,75,2.0,PVD,BWI,328,0.0
2020,1,3,4,7:17,7:15,15:05,WN,2640,80,2.0,PVD,BWI,328,0.0
2020,1,3,4,15:19,14:55,16:10,WN,2795,75,24.0,PVD,BWI,328,1.0
2020,1,3,4,20:57,21:00,21:15,WN,3918,75,-3.0,PVD,BWI,328,0.0
2020,1,3,4,8:01,7:40,11:10,WN,2988,210,21.0,PVD,FLL,1188,1.0
2020,1,3,4,7:47,7:30,12:05,WN,3423,370,17.0,PVD,LAS,2363,1.0
2020,1,3,4,12:55,12:30,9:15,WN,186,190,25.0,PVD,MCO,1073,1.0
2020,1,3,4,8:01,7:20,14:05,WN,499,190,41.0,PVD,MCO,1073,1.0
2020,1,3,4,17:11,17:05,18:25,WN,1030,185,6.0,PVD,MCO,1073,0.0
2020,1,3,4,9:56,9:45,13:05,WN,2368,185,11.0,PVD,MCO,1073,0.0
2020,1,3,4,20:42,20:30,15:30,WN,2451,180,12.0,PVD,MCO,1073,0.0
2020,1,3,4,16:13,15:45,18:50,WN,3134,185,28.0,PVD,MCO,1073,1.0
2020,1,3,4,6:44,6:30,8:10,WN,118,160,14.0,PVD,MDW,842,0.0
2020,1,3,4,10:54,10:30,21:15,WN,299,160,24.0,PVD,MDW,842,1.0
2020,1,3,4,19:33,19:25,12:50,WN,393,160,8.0,PVD,MDW,842,0.0
2020,1,3,4,15:03,14:55,15:15,WN,3841,160,8.0,PVD,MDW,842,0.0
2020,1,3,4,8:33,8:25,9:40,WN,723,75,8.0,PVD,PHL,238,0.0
2020,1,3,4,11:26,11:30,17:20,WN,1319,75,-4.0,PVD,PHL,238,0.0
2020,1,3,4,14:35,13:40,15:00,WN,1338,80,55.0,PVD,PHL,238,1.0
2020,1,3,4,16:17,15:40,17:10,WN,1410,90,37.0,PVD,PHL,238,1.0
2020,1,3,4,20:21,20:05,20:55,WN,2731,80,16.0,PVD,PHL,238,1.0
2020,1,3,4,16:36,16:10,10:45,WN,3061,355,26.0,PVD,PHX,2277,1.0
2020,1,3,4,7:05,6:55,10:10,WN,77,195,10.0,PVD,TPA,1137,0.0
2020,1,3,4,13:58,13:35,11:40,WN,3405,195,23.0,PVD,TPA,1137,1.0
2020,1,3,4,19:01,18:55,15:30,WN,3580,195,6.0,PVD,TPA,1137,0.0
2020,1,3,4,20:56,20:20,19:15,WN,312,95,36.0,RDU,BNA,443,1.0
2020,1,3,4,8:25,8:25,9:00,WN,341,95,0.0,RDU,BNA,443,0.0
2020,1,3,4,6:17,6:15,6:50,WN,1597,95,2.0,RDU,BNA,443,0.0
2020,1,3,4,13:24,13:15,10:20,WN,2463,95,9.0,RDU,BNA,443,0.0
2020,1,3,4,18:05,17:45,21:15,WN,2821,95,20.0,RDU,BNA,443,1.0
2020,1,3,4,21:06,21:05,16:45,WN,85,55,1.0,RDU,BWI,255,0.0
2020,1,3,4,17:39,16:45,17:45,WN,269,60,54.0,RDU,BWI,255,1.0
2020,1,3,4,6:30,6:35,13:10,WN,640,55,-5.0,RDU,BWI,255,0.0
2020,1,3,4,15:36,15:20,12:40,WN,1516,60,16.0,RDU,BWI,255,1.0
2020,1,3,4,12:08,12:00,12:55,WN,2621,55,8.0,RDU,BWI,255,0.0
2020,1,3,4,9:04,9:00,10:00,WN,3569,60,4.0,RDU,BWI,255,0.0
2020,1,3,4,17:26,17:25,19:40,WN,563,315,1.0,RDU,LAS,2027,0.0
2020,1,3,4,7:14,7:15,20:15,WN,1945,315,-1.0,RDU,LAS,2027,0.0
2020,1,3,4,8:27,8:30,10:30,WN,430,105,-3.0,RDU,MCO,534,0.0
2020,1,3,4,13:13,12:55,14:40,WN,1414,105,18.0,RDU,MCO,534,1.0
2020,1,3,4,18:58,18:35,10:45,WN,3046,105,23.0,RDU,MCO,534,1.0
2020,1,3,4,11:15,10:50,12:30,WN,3499,100,25.0,RDU,MCO,534,1.0
2020,1,3,4,16:13,16:15,17:20,WN,166,125,-2.0,RDU,MDW,632,0.0
2020,1,3,4,7:17,7:15,15:25,WN,407,125,2.0,RDU,MDW,632,0.0
2020,1,3,4,19:07,18:35,19:40,WN,1076,125,32.0,RDU,MDW,632,1.0
2020,1,3,4,9:55,9:40,15:30,WN,1402,125,15.0,RDU,MDW,632,0.0
2020,1,3,4,11:36,11:30,17:20,WN,144,75,6.0,RDU,PHL,336,0.0
2020,1,3,4,13:43,13:25,14:40,WN,201,75,18.0,RDU,PHL,336,1.0
2020,1,3,4,9:08,9:05,10:20,WN,334,75,3.0,RDU,PHL,336,0.0
2020,1,3,4,21:11,20:40,21:55,WN,882,75,31.0,RDU,PHL,336,1.0
2020,1,3,4,17:27,17:00,18:25,WN,1502,85,27.0,RDU,PHL,336,1.0
2020,1,3,4,6:55,7:00,19:30,WN,2206,75,-5.0,RDU,PHL,336,0.0
2020,1,3,4,10:24,10:15,13:20,WN,221,305,9.0,RDU,PHX,1891,0.0
2020,1,3,4,10:27,10:25,11:25,WN,2293,115,2.0,RDU,TPA,587,0.0
2020,1,3,4,19:29,19:10,21:00,WN,2634,110,19.0,RDU,TPA,587,1.0
2020,1,3,4,7:28,6:25,15:25,WN,3266,115,63.0,RDU,TPA,587,1.0
2020,1,3,4,18:56,18:15,10:45,WN,239,65,41.0,RNO,BOI,335,1.0
2020,1,3,4,7:56,8:00,11:05,WN,2538,65,-4.0,RNO,BOI,335,0.0
2020,1,3,4,15:01,14:10,16:15,WN,3589,65,51.0,RNO,BOI,335,1.0
2020,1,3,4,13:02,12:55,12:25,WN,120,75,7.0,RNO,LAS,345,0.0
2020,1,3,4,11:30,11:15,12:25,WN,380,70,15.0,RNO,LAS,345,0.0
2020,1,3,4,16:15,15:45,16:55,WN,637,70,30.0,RNO,LAS,345,1.0
2020,1,3,4,19:38,19:10,10:45,WN,708,70,28.0,RNO,LAS,345,1.0
2020,1,3,4,22:30,21:50,8:40,WN,1017,70,40.0,RNO,LAS,345,1.0
2020,1,3,4,13:48,13:40,8:45,WN,1027,75,8.0,RNO,LAS,345,0.0
2020,1,3,4,18:59,17:25,16:55,WN,1072,70,94.0,RNO,LAS,345,1.0
2020,1,3,4,20:29,19:40,12:35,WN,1403,70,49.0,RNO,LAS,345,1.0
2020,1,3,4,10:45,10:30,11:40,WN,2018,70,15.0,RNO,LAS,345,0.0
2020,1,3,4,9:04,8:55,11:05,WN,2113,70,9.0,RNO,LAS,345,0.0
2020,1,3,4,6:11,6:10,13:35,WN,3250,75,1.0,RNO,LAS,345,0.0
2020,1,3,4,15:09,14:45,15:55,WN,3517,70,24.0,RNO,LAS,345,1.0
2020,1,3,4,7:33,7:30,10:15,WN,3598,75,3.0,RNO,LAS,345,0.0
2020,1,3,4,11:40,11:20,12:40,WN,397,80,20.0,RNO,LAX,390,1.0
2020,1,3,4,19:27,18:55,10:45,WN,520,85,32.0,RNO,LAX,390,1.0
2020,1,3,4,7:07,7:05,23:05,WN,2554,80,2.0,RNO,LAX,390,0.0
2020,1,3,4,10:56,10:50,22:55,WN,324,230,6.0,RNO,MDW,1680,0.0
2020,1,3,4,11:06,10:15,11:10,WN,891,55,51.0,RNO,OAK,180,1.0
2020,1,3,4,12:35,12:10,13:05,WN,2719,55,25.0,RNO,OAK,180,1.0
2020,1,3,4,19:10,18:05,12:35,WN,2732,55,65.0,RNO,OAK,180,1.0
2020,1,3,4,6:44,6:40,12:15,WN,3772,60,4.0,RNO,OAK,180,0.0
2020,1,3,4,11:28,11:25,12:55,WN,530,90,3.0,RNO,PDX,444,0.0
2020,1,3,4,20:37,19:55,20:55,WN,1511,90,42.0,RNO,PDX,444,1.0
2020,1,3,4,16:11,15:45,18:35,WN,2360,90,26.0,RNO,PDX,444,1.0
2020,1,3,4,6:27,6:30,14:40,WN,2902,90,-3.0,RNO,PDX,444,0.0
2020,1,3,4,18:13,17:20,15:05,WN,796,100,53.0,RNO,PHX,601,1.0
2020,1,3,4,9:45,9:30,21:15,WN,1006,100,15.0,RNO,PHX,601,0.0
2020,1,3,4,11:49,11:35,20:15,WN,1231,100,14.0,RNO,PHX,601,0.0
2020,1,3,4,7:45,7:40,20:15,WN,1940,110,5.0,RNO,SAN,488,0.0
2020,1,3,4,16:46,16:00,17:55,WN,3513,110,46.0,RNO,SAN,488,1.0
2020,1,3,4,7:02,7:00,8:50,WN,293,110,2.0,RNO,SEA,564,0.0
2020,1,3,4,16:03,15:30,17:20,WN,3835,110,33.0,RNO,SEA,564,1.0
2020,1,3,4,21:01,20:35,21:25,WN,298,60,26.0,RNO,SJC,188,1.0
2020,1,3,4,8:50,8:50,9:50,WN,463,60,0.0,RNO,SJC,188,0.0
2020,1,3,4,12:21,12:15,21:15,WN,1002,60,6.0,RNO,SJC,188,0.0
2020,1,3,4,18:01,17:10,18:10,WN,1276,60,51.0,RNO,SJC,188,1.0
2020,1,3,4,13:11,12:40,15:00,WN,2969,80,31.0,RNO,SLC,422,1.0
2020,1,3,4,18:55,18:25,20:45,WN,1830,140,30.0,RSW,BWI,919,1.0
2020,1,3,4,11:34,11:10,13:30,WN,3047,140,24.0,RSW,BWI,919,1.0
2020,1,3,4,19:25,19:10,9:30,WN,3485,160,15.0,RSW,ISP,1101,0.0
2020,1,3,4,6:20,6:20,22:50,WN,467,45,0.0,RSW,MCO,133,0.0
2020,1,3,4,14:45,14:30,15:20,WN,630,50,15.0,RSW,MCO,133,0.0
2020,1,3,4,16:27,16:30,17:20,WN,1305,50,-3.0,RSW,MCO,133,0.0
2020,1,3,4,10:21,10:25,18:15,WN,3754,50,-4.0,RSW,MCO,133,0.0
2020,1,3,4,7:04,7:05,9:00,WN,902,175,-1.0,RSW,MDW,1105,0.0
2020,1,3,4,19:45,19:45,21:40,WN,1169,175,0.0,RSW,MDW,1105,0.0
2020,1,3,4,15:54,13:40,10:00,WN,3587,175,134.0,RSW,MDW,1105,1.0
2020,1,3,4,12:23,12:20,13:45,WN,3660,165,3.0,RSW,PHL,992,0.0
2020,1,3,4,14:24,13:45,16:25,WN,294,100,39.0,SAN,ABQ,628,1.0
2020,1,3,4,20:09,19:30,15:30,WN,1255,100,39.0,SAN,ABQ,628,1.0
2020,1,3,4,9:51,9:55,12:40,WN,1940,105,-4.0,SAN,ABQ,628,0.0
2020,1,3,4,8:11,8:10,13:05,WN,297,160,1.0,SAN,AUS,1164,0.0
2020,1,3,4,15:57,15:25,10:45,WN,2529,160,32.0,SAN,AUS,1164,1.0
2020,1,3,4,15:02,14:35,16:10,WN,179,220,27.0,SAN,BNA,1751,1.0
2020,1,3,4,9:28,9:30,15:10,WN,764,220,-2.0,SAN,BNA,1751,0.0
2020,1,3,4,7:14,7:15,13:45,WN,257,290,-1.0,SAN,BWI,2295,0.0
2020,1,3,4,12:32,12:25,18:25,WN,505,285,7.0,SAN,BWI,2295,0.0
2020,1,3,4,14:25,13:05,16:05,WN,1156,100,80.0,SAN,ELP,636,1.0
2020,1,3,4,8:12,8:05,12:05,WN,588,175,7.0,SAN,HOU,1312,0.0
2020,1,3,4,7:33,7:35,10:15,WN,71,70,-2.0,SAN,LAS,258,0.0
2020,1,3,4,16:09,15:20,13:45,WN,156,70,49.0,SAN,LAS,258,1.0
2020,1,3,4,9:19,9:20,14:05,WN,161,70,-1.0,SAN,LAS,258,0.0
2020,1,3,4,10:36,10:25,11:35,WN,213,70,11.0,SAN,LAS,258,0.0
2020,1,3,4,6:36,6:35,7:50,WN,249,75,1.0,SAN,LAS,258,0.0
2020,1,3,4,19:04,17:25,16:55,WN,415,70,99.0,SAN,LAS,258,1.0
2020,1,3,4,13:56,13:55,13:45,WN,709,70,1.0,SAN,LAS,258,0.0
2020,1,3,4,16:30,15:55,15:20,WN,719,70,35.0,SAN,LAS,258,1.0
2020,1,3,4,18:18,18:00,13:40,WN,802,70,18.0,SAN,LAS,258,1.0
2020,1,3,4,20:35,20:30,21:40,WN,1341,70,5.0,SAN,LAS,258,0.0
2020,1,3,4,20:08,19:00,18:25,WN,2273,70,68.0,SAN,LAS,258,1.0
2020,1,3,4,18:03,16:40,17:55,WN,2450,70,83.0,SAN,LAS,258,1.0
2020,1,3,4,22:20,21:20,22:30,WN,2816,70,60.0,SAN,LAS,258,1.0
2020,1,3,4,12:11,12:00,21:15,WN,3835,75,11.0,SAN,LAS,258,0.0
2020,1,3,4,10:08,9:15,21:30,WN,283,185,53.0,SAN,MCI,1333,1.0
2020,1,3,4,19:17,18:35,15:55,WN,318,180,42.0,SAN,MCI,1333,1.0
2020,1,3,4,10:37,10:30,12:40,WN,378,230,7.0,SAN,MDW,1728,0.0
2020,1,3,4,7:00,6:55,13:05,WN,568,235,5.0,SAN,MDW,1728,0.0
2020,1,3,4,20:04,18:55,13:15,WN,3065,225,69.0,SAN,MDW,1728,1.0
2020,1,3,4,12:56,12:50,18:45,WN,3510,235,6.0,SAN,MDW,1728,0.0
2020,1,3,4,19:00,16:10,16:45,WN,3662,230,170.0,SAN,MDW,1728,1.0
2020,1,3,4,14:06,13:30,8:45,WN,78,85,36.0,SAN,OAK,446,1.0
2020,1,3,4,11:20,11:20,13:05,WN,493,90,0.0,SAN,OAK,446,0.0
2020,1,3,4,20:15,19:25,19:15,WN,644,90,50.0,SAN,OAK,446,1.0
2020,1,3,4,17:19,17:05,16:55,WN,687,90,14.0,SAN,OAK,446,0.0
2020,1,3,4,8:36,8:15,9:45,WN,783,90,21.0,SAN,OAK,446,1.0
2020,1,3,4,15:28,15:05,13:45,WN,1071,85,23.0,SAN,OAK,446,1.0
2020,1,3,4,14:46,14:30,15:55,WN,1112,85,16.0,SAN,OAK,446,1.0
2020,1,3,4,6:30,6:30,11:20,WN,1163,95,0.0,SAN,OAK,446,0.0
2020,1,3,4,20:43,20:30,16:45,WN,1172,90,13.0,SAN,OAK,446,0.0
2020,1,3,4,15:46,15:40,15:20,WN,1179,85,6.0,SAN,OAK,446,0.0
2020,1,3,4,9:53,9:25,22:10,WN,1599,90,28.0,SAN,OAK,446,1.0
2020,1,3,4,18:46,18:10,19:40,WN,2971,90,36.0,SAN,OAK,446,1.0
2020,1,3,4,10:52,10:50,11:25,WN,3502,90,2.0,SAN,OAK,446,0.0
2020,1,3,4,8:51,8:45,10:30,WN,3503,90,6.0,SAN,OAK,446,0.0
2020,1,3,4,12:23,12:00,13:30,WN,3679,90,23.0,SAN,OAK,446,1.0
2020,1,3,4,19:56,19:45,21:55,WN,114,70,11.0,SAN,PHX,304,0.0
2020,1,3,4,14:17,12:35,9:25,WN,316,70,102.0,SAN,PHX,304,1.0
2020,1,3,4,6:39,6:40,8:50,WN,327,70,-1.0,SAN,PHX,304,0.0
2020,1,3,4,10:05,10:05,8:30,WN,342,70,0.0,SAN,PHX,304,0.0
2020,1,3,4,16:33,16:10,21:15,WN,410,70,23.0,SAN,PHX,304,1.0
2020,1,3,4,8:25,8:20,14:05,WN,414,70,5.0,SAN,PHX,304,0.0
2020,1,3,4,7:09,7:10,9:15,WN,496,65,-1.0,SAN,PHX,304,0.0
2020,1,3,4,21:51,21:40,23:45,WN,943,65,11.0,SAN,PHX,304,0.0
2020,1,3,4,12:08,11:45,13:25,WN,1022,70,23.0,SAN,PHX,304,1.0
2020,1,3,4,15:09,14:15,16:25,WN,1684,70,54.0,SAN,PHX,304,1.0
2020,1,3,4,19:17,17:20,8:00,WN,2268,75,117.0,SAN,PHX,304,1.0
2020,1,3,4,11:24,11:05,21:15,WN,2703,70,19.0,SAN,PHX,304,1.0
2020,1,3,4,9:33,9:25,9:40,WN,530,100,8.0,SAN,RNO,488,0.0
2020,1,3,4,19:01,17:55,8:00,WN,1511,100,66.0,SAN,RNO,488,1.0
2020,1,3,4,11:04,11:05,9:15,WN,832,155,-1.0,SAN,SAT,1129,0.0
2020,1,3,4,17:16,14:40,12:40,WN,123,100,156.0,SAN,SFO,447,1.0
2020,1,3,4,22:02,21:10,12:35,WN,381,100,52.0,SAN,SFO,447,1.0
2020,1,3,4,18:39,17:20,12:35,WN,458,100,79.0,SAN,SFO,447,1.0
2020,1,3,4,13:19,12:30,12:25,WN,585,100,49.0,SAN,SFO,447,1.0
2020,1,3,4,10:43,10:15,10:20,WN,1597,100,28.0,SAN,SFO,447,1.0
2020,1,3,4,10:29,8:35,10:30,WN,1855,100,114.0,SAN,SFO,447,1.0
2020,1,3,4,6:39,6:40,15:25,WN,3077,100,-1.0,SAN,SFO,447,0.0
2020,1,3,4,21:06,19:10,12:35,WN,3839,100,116.0,SAN,SFO,447,1.0
2020,1,3,4,9:52,9:50,11:10,WN,67,80,2.0,SAN,SJC,417,0.0
2020,1,3,4,7:40,7:40,9:00,WN,324,80,0.0,SAN,SJC,417,0.0
2020,1,3,4,14:38,14:30,15:50,WN,392,80,8.0,SAN,SJC,417,0.0
2020,1,3,4,12:01,11:10,19:30,WN,635,85,51.0,SAN,SJC,417,1.0
2020,1,3,4,17:57,17:30,18:50,WN,1188,80,27.0,SAN,SJC,417,1.0
2020,1,3,4,19:12,18:55,16:10,WN,1209,80,17.0,SAN,SJC,417,1.0
2020,1,3,4,22:12,21:05,22:25,WN,1482,80,67.0,SAN,SJC,417,1.0
2020,1,3,4,18:48,16:50,18:10,WN,1600,80,118.0,SAN,SJC,417,1.0
2020,1,3,4,13:21,13:05,14:25,WN,2965,80,16.0,SAN,SJC,417,1.0
2020,1,3,4,6:42,6:45,8:10,WN,3338,85,-3.0,SAN,SJC,417,0.0
2020,1,3,4,8:07,8:00,9:35,WN,66,95,7.0,SAN,SMF,480,0.0
2020,1,3,4,12:44,12:30,7:20,WN,72,95,14.0,SAN,SMF,480,0.0
2020,1,3,4,13:43,13:40,8:15,WN,137,95,3.0,SAN,SMF,480,0.0
2020,1,3,4,17:10,17:10,18:40,WN,176,90,0.0,SAN,SMF,480,0.0
2020,1,3,4,16:24,15:30,16:20,WN,299,90,54.0,SAN,SMF,480,1.0
2020,1,3,4,16:36,16:20,17:55,WN,372,90,16.0,SAN,SMF,480,1.0
2020,1,3,4,20:59,19:30,12:50,WN,574,95,89.0,SAN,SMF,480,1.0
2020,1,3,4,11:36,11:15,13:05,WN,1010,95,21.0,SAN,SMF,480,1.0
2020,1,3,4,9:22,9:15,16:05,WN,1069,95,7.0,SAN,SMF,480,0.0
2020,1,3,4,22:38,21:50,21:05,WN,1320,90,48.0,SAN,SMF,480,1.0
2020,1,3,4,6:29,6:30,8:10,WN,1859,100,-1.0,SAN,SMF,480,0.0
2020,1,3,4,10:10,10:00,11:35,WN,2298,95,10.0,SAN,SMF,480,0.0
2020,1,3,4,18:44,18:15,19:50,WN,3600,95,29.0,SAN,SMF,480,1.0
2020,1,3,4,21:35,20:45,15:40,WN,3673,95,50.0,SAN,SMF,480,1.0
2020,1,3,4,12:40,12:10,21:30,WN,98,70,30.0,SAN,TUS,367,1.0
2020,1,3,4,21:14,21:10,21:05,WN,532,70,4.0,SAN,TUS,367,0.0
2020,1,3,4,15:37,15:05,18:35,WN,580,70,32.0,SAN,TUS,367,1.0
2020,1,3,4,8:14,8:10,10:20,WN,2992,70,4.0,SAN,TUS,367,0.0
2020,1,3,4,15:47,15:40,17:45,WN,2113,125,7.0,SAT,BNA,822,0.0
2020,1,3,4,7:03,7:00,23:30,WN,3599,125,3.0,SAT,BNA,822,0.0
2020,1,3,4,7:16,7:15,11:45,WN,903,185,1.0,SAT,BWI,1407,0.0
2020,1,3,4,14:46,14:35,18:40,WN,3419,185,11.0,SAT,BWI,1407,0.0
2020,1,3,4,20:06,19:45,23:00,WN,120,55,21.0,SAT,DAL,248,1.0
2020,1,3,4,9:02,9:00,9:55,WN,130,55,2.0,SAT,DAL,248,0.0
2020,1,3,4,19:13,18:55,19:50,WN,572,55,18.0,SAT,DAL,248,1.0
2020,1,3,4,11:00,11:00,10:20,WN,1170,55,0.0,SAT,DAL,248,0.0
2020,1,3,4,7:45,7:40,15:05,WN,1487,55,5.0,SAT,DAL,248,0.0
2020,1,3,4,21:28,20:45,21:40,WN,2023,55,43.0,SAT,DAL,248,1.0
2020,1,3,4,17:41,17:40,16:55,WN,2027,55,1.0,SAT,DAL,248,0.0
2020,1,3,4,14:50,14:25,15:20,WN,2353,55,25.0,SAT,DAL,248,1.0
2020,1,3,4,17:16,17:10,19:10,WN,2624,55,6.0,SAT,DAL,248,0.0
2020,1,3,4,12:58,12:45,16:05,WN,2906,55,13.0,SAT,DAL,248,0.0
2020,1,3,4,15:50,15:35,13:45,WN,3168,55,15.0,SAT,DAL,248,0.0
2020,1,3,4,14:48,13:55,7:20,WN,3508,55,53.0,SAT,DAL,248,1.0
2020,1,3,4,11:39,11:40,19:30,WN,3924,55,-1.0,SAT,DAL,248,0.0
2020,1,3,4,6:54,6:55,7:50,WN,3947,55,-1.0,SAT,DAL,248,0.0
2020,1,3,4,22:20,20:25,19:15,WN,186,90,115.0,SAT,ELP,496,1.0
2020,1,3,4,11:36,11:10,11:40,WN,511,90,26.0,SAT,ELP,496,1.0
2020,1,3,4,17:41,17:35,19:10,WN,1414,90,6.0,SAT,ELP,496,0.0
2020,1,3,4,7:35,7:35,11:20,WN,2969,90,0.0,SAT,ELP,496,0.0
2020,1,3,4,6:30,6:30,14:00,WN,476,45,0.0,SAT,HOU,192,0.0
2020,1,3,4,9:55,10:00,15:30,WN,713,45,-5.0,SAT,HOU,192,0.0
2020,1,3,4,15:00,14:00,7:20,WN,714,50,60.0,SAT,HOU,192,1.0
2020,1,3,4,20:05,19:35,10:45,WN,2015,45,30.0,SAT,HOU,192,1.0
2020,1,3,4,16:34,16:20,17:10,WN,2174,50,14.0,SAT,HOU,192,0.0
2020,1,3,4,11:57,11:45,19:30,WN,2176,50,12.0,SAT,HOU,192,0.0
2020,1,3,4,18:33,18:35,19:25,WN,3408,50,-2.0,SAT,HOU,192,0.0
2020,1,3,4,8:29,8:30,16:20,WN,617,50,-1.0,SAT,HRL,233,0.0
2020,1,3,4,19:31,18:30,21:05,WN,1936,50,61.0,SAT,HRL,233,1.0
2020,1,3,4,6:41,6:40,12:15,WN,711,180,1.0,SAT,LAS,1069,0.0
2020,1,3,4,19:46,19:25,10:45,WN,1166,175,21.0,SAT,LAS,1069,1.0
2020,1,3,4,15:16,15:20,12:40,WN,2101,180,-4.0,SAT,LAS,1069,0.0
2020,1,3,4,10:36,10:40,11:40,WN,3575,180,-4.0,SAT,LAS,1069,0.0
2020,1,3,4,12:54,12:45,7:20,WN,1609,200,9.0,SAT,LAX,1210,0.0
2020,1,3,4,10:22,10:15,20:30,WN,348,150,7.0,SAT,MCO,1040,0.0
2020,1,3,4,15:58,16:05,8:00,WN,832,150,-7.0,SAT,MCO,1040,0.0
2020,1,3,4,17:42,17:20,19:50,WN,116,150,22.0,SAT,MDW,1036,1.0
2020,1,3,4,7:02,7:00,20:15,WN,555,150,2.0,SAT,MDW,1036,0.0
2020,1,3,4,8:36,8:35,10:00,WN,207,145,1.0,SAT,PHX,843,0.0
2020,1,3,4,20:01,19:35,21:00,WN,998,145,26.0,SAT,PHX,843,1.0
2020,1,3,4,16:58,16:50,21:15,WN,1679,150,8.0,SAT,PHX,843,0.0
2020,1,3,4,11:26,11:25,12:55,WN,3767,150,1.0,SAT,PHX,843,0.0
2020,1,3,4,13:03,13:00,14:00,WN,1112,180,3.0,SAT,SAN,1129,0.0
2020,1,3,4,12:50,12:35,15:55,WN,327,140,15.0,SAT,TPA,972,0.0
2020,1,3,4,9:58,10:00,10:10,WN,63,70,-2.0,SDF,BHM,323,0.0
2020,1,3,4,16:49,16:20,13:45,WN,823,70,29.0,SDF,BHM,323,1.0
2020,1,3,4,20:49,20:20,19:50,WN,693,85,29.0,SDF,BWI,495,1.0
2020,1,3,4,19:31,18:25,19:50,WN,794,85,66.0,SDF,BWI,495,1.0
2020,1,3,4,6:54,6:50,19:30,WN,1773,85,4.0,SDF,BWI,495,0.0
2020,1,3,4,13:32,13:25,7:20,WN,2019,85,7.0,SDF,BWI,495,0.0
2020,1,3,4,11:06,11:10,19:30,WN,2727,85,-4.0,SDF,BWI,495,0.0
2020,1,3,4,17:00,16:05,17:25,WN,2730,260,55.0,SDF,LAS,1624,1.0
2020,1,3,4,9:12,8:50,22:10,WN,247,125,22.0,SDF,MCO,718,1.0
2020,1,3,4,17:56,17:30,8:00,WN,2808,125,26.0,SDF,MCO,718,1.0
2020,1,3,4,21:12,21:10,20:10,WN,342,65,2.0,SDF,MDW,271,0.0
2020,1,3,4,17:19,17:00,15:20,WN,718,65,19.0,SDF,MDW,271,1.0
2020,1,3,4,11:59,11:45,11:50,WN,806,65,14.0,SDF,MDW,271,0.0
2020,1,3,4,13:53,13:50,13:25,WN,1188,65,3.0,SDF,MDW,271,0.0
2020,1,3,4,7:47,7:45,7:55,WN,2295,70,2.0,SDF,MDW,271,0.0
2020,1,3,4,8:55,8:40,15:30,WN,876,245,15.0,SDF,PHX,1506,0.0
2020,1,3,4,12:22,12:20,12:25,WN,187,65,2.0,SDF,STL,254,0.0
2020,1,3,4,17:29,16:55,16:20,WN,977,65,34.0,SDF,STL,254,1.0
2020,1,3,4,6:20,6:20,8:20,WN,2121,65,0.0,SDF,STL,254,0.0
2020,1,3,4,14:19,14:10,16:15,WN,87,125,9.0,SDF,TPA,727,0.0
2020,1,3,4,6:40,6:40,10:15,WN,2469,125,0.0,SDF,TPA,727,0.0
2020,1,3,4,7:19,7:20,9:40,WN,438,165,-1.0,SEA,ABQ,1180,0.0
2020,1,3,4,14:57,14:05,17:55,WN,972,165,52.0,SEA,ABQ,1180,1.0
2020,1,3,4,11:50,11:35,17:45,WN,959,250,15.0,SEA,BNA,1977,0.0
2020,1,3,4,13:25,12:55,15:10,WN,318,75,30.0,SEA,BOI,399,1.0
2020,1,3,4,19:56,19:50,22:15,WN,336,75,6.0,SEA,BOI,399,0.0
2020,1,3,4,7:17,7:20,9:35,WN,781,75,-3.0,SEA,BOI,399,0.0
2020,1,3,4,7:16,7:10,15:30,WN,515,155,6.0,SEA,DEN,1024,0.0
2020,1,3,4,20:22,19:25,8:40,WN,1158,155,57.0,SEA,DEN,1024,1.0
2020,1,3,4,14:40,14:25,8:30,WN,1568,155,15.0,SEA,DEN,1024,0.0
2020,1,3,4,10:07,9:45,13:20,WN,1856,155,22.0,SEA,DEN,1024,1.0
2020,1,3,4,12:11,12:15,17:00,WN,337,55,-4.0,SEA,GEG,224,0.0
2020,1,3,4,20:45,20:10,12:50,WN,775,55,35.0,SEA,GEG,224,1.0
2020,1,3,4,17:53,16:40,17:35,WN,1682,55,73.0,SEA,GEG,224,1.0
2020,1,3,4,8:48,8:50,9:45,WN,2471,55,-2.0,SEA,GEG,224,0.0
